No,message,score,socre2
68,希望领导帮助解决高层走廊未封闭问题 我是蚌埠市龙子湖区国祯广场的业主，小区内四栋楼，每栋楼35层每层六户，每层的走廊都没有封闭，仅用铁栏杆围起，且走廊路面均是瓷砖铺成。去年冬天连续性暴雨暴雪导致小区停水近一个月左右，每层走廊上积雪厚度到达小腿肚根本无法出门。雪花经过门缝到屋内导致室内的地板受潮。停水近一个月内每家每户都去三楼跳水使用，由于路面雨雪湿滑，经常有老人孩子在自家的走廊内就摔倒很多次。业主们向物业，供水部门，住建委等部门多次反映，最终都未解决该问题。到夏天我市又普降暴雨，连续的暴雨天导致整个走廊路面（铺的瓷砖）都非常湿滑，再次出现多次在自家门口摔倒的情况。走廊设计不合理，虽然留有下水管道，但用一层薄砖与走廊隔开，排水孔小导致走廊内的积水积雪无法排出。根据中华人民共和国住建部颁布的《中华人民共和国国家标准住宅设计规范》第六部分“共用部分”中第5条第一节即6.5.1“作为走廊和出入口”明文规定“住宅中作为主要通道的外廊宜做封闭外廊，并应设置可以开启的窗扇。走廊通道净宽不小于1.20米，局部净高不应低于2.00米。”另外，根据中华人民共和国住建部颁布的《中华人民共和国国家标准住宅设计规范条文说明》第六部分“共用部分”中第5条第一节即6.5.1“作为走廊和出入口”是如此解释的外廊是“居民日常生活必经之只要通道，不包括单元之间的联系廊等辅助外廊。从调查来看，严寒和寒冷地区由于气候寒冷，风雪多，外廊型住宅都做成封闭外廊（有的外廊在墙上开窗户，也有的做成玻璃窗全封闭的挑廊）；另夏热冬冷地区，因冬季很冷，风雨较多，设计标准也规定设封闭外廊。故本条规定在住宅中作为主要通道的外廊宜做封闭外廊。由于沿外廊一侧通常布置厨房、卫生间，封闭外廊需要良好通风，还要考虑防火排烟，故规定封闭外廊要有开启的窗扇或通风排烟设施。”我市城乡规划局、市住房和城乡建设委员会、市城市管理行政执法局制定了《蚌埠市住宅阳台规划建设管理实施意见》，自2018年4月1日起实施。明确住宅阳台封闭原则。高层住宅和临城市道路的各类住宅建筑，其阳台应全部封闭。但至今为止该问题一直未解决，为了防止水管再次被冻裂，物业也发布通知让大家自行封闭。部分业主只能自讨腰包将自家门前的走廊进行封闭。但部分中户以影响通风为由引起邻里纠纷，实际上并不影响中户的通风。中户的窗户在天井处，距离走廊有很远的空间，且天井有通风处。现在有些公共地方还未封闭，还存在安全隐患，希望有关领导帮助解决安全隐患。,7.5,6.5
69,职级并行的问题 陈省长你好！我是夏邑县统计局行政在编在岗人员，由于没有进行公务员登记，所以不能参加职级并行，根据本单位的具体情况，等不到进行公务员登记就该退休了，请问我还能享受到职级并行的待遇吗？,2,5
70,一条街建房2个标准 万寿街8号审批3层，现在正建4层，严重影响后面住户采光。一条街2号临街房子只准建3层，而8号却建4层，希望管一管,3,6
71,关于二胎的生育政策 尊敬的领导:我和妻子准备生育二胎，请问需不需要办理准生证？我和妻子都是简阳市的农村户口，我的社保公司购买在成都市武侯区，妻子只买了新农合医疗保险，生育后能不能使用我的生育保险进行报销，具体流程应该怎样办理？谢谢！,2,3.5
72,金水区康桥朗城装修押金压三个月 金水区宏康路康桥朗城三号院装修押金压3个月，才说退，但是到退的时间又说不留检修口不退款，请问康桥这样做合理合法吗,3,5
73,宁陵县清水河广场南侧BAD舞蹈学校噪音问题 李书记你好，宁陵县清水河广场南侧BAD舞蹈学校每天白天八点开始，一直到晚上十点多播放高音喇叭播放舞曲，严重影响了附近清水河小区居民的生活，已经投诉多次至今没有解决问题，环保局不问，城管局也不问，110打电话也不出警，难道我们县的执法部门都是摆设吗，就一个噪音问题多长时间了也没有解决。,7.5,8
74,乡村公路 尊敬的刘书记：我是泸定县冷碛镇尖茶平村村民，在我们村每家每户都把路修到了家门口，唯独我们这里有两家找了帮忙的亲戚、令居雇佣了机具谁知道路中途村上停运砂石致使原本一天能完工的工程只完成了一般到现在都没能再次进行下去，这无形之中加重了经济负担，而且找了村上村上不管，请领导帮过问一下,6,5
75,烧烤排烟污染空气 洛阳溪街临街门市烧烤排烟严重影响楼上居民晚上休息，熏得人无法呼吸，心烦，头疼，咳嗽。烧烤碳烟本为有毒气体，长期熏闻有害身体健康。忘有关部门帮忙协调解决。谢谢！！,5.5,5.5
76,关于双桂四期 领导好有两个问题想咨询。1.双流丰乐社区8组是否在双桂四期的修建地址内呢？2.双桂四期的筹备工作进行得怎么样了？能有具体的动工时间吗？谢谢领导的解答~,1.5,4.5
77,府东龙城苑煤气开通 我是府东龙城苑一名小区住户，小区现有住户已到80%，天然气迟迟未开通，生活带来诸多不便，现咨询天然气何时能开通？请给个回复，谢谢,4.5,6
78,请求为古市镇上桂垅自然村修路报告 关于请求在古市镇居委会村上桂垅自然村实施振兴乡村战略强村富民的报告尊敬的孙书记：感谢您在百忙之中拨冗批阅我的报告，恭祝您官运亨通、官拜省部，您主政的修水县早日脱贫、全面小康。今天向您呈上报告，请求在古市镇居委会村上桂垅自然村实施振兴乡村战略，兴修道路、繁荣文化、发展产业，助力上桂垅自然村建设秀美乡村。上桂垅自然村有村民35户，人口200余人，村庄四面环山、山田万亩、产业落后。最近，新一届村委班子对村庄环境进行了改造，以前水泄不通的小溪现在畅通无阻，原本垃圾遍地的村庄如今干净不少，环境小改造农村大变样。但让村民遗憾的是：没有硬化连省道到学校道路，小孩上学不得不绕个大圈；没有安装路灯村庄夜晚漆黑，村民不得不减少出门而早休。今天，在您的正确领导下，修水县新型工业化、城镇化高速发达，连在外地工作的我走进修水县城，都感觉自己是乡下人进城了！其实偏远“三农”更需县委、县政府的关怀。乡村振兴，教育先行。上桂垅自然村胡家屋场至桂垅小学村道只有600米，山间田地小路陡坡起伏、凹凸不平，电动车无法行走，雨雪霜冻天气，山体滑坡频发，小孩上学极不安全。辽南公路改造后，上桂垅自然村离304省道仅仅400米，村民自筹2万元开山护坡拓宽古道，极大方便小孩到镇中小和中学求学、附近村千余村民过往。恳请孙书记为民解忧，安排交通部门的公路“村村通”项目，硬化以上两条村道，修好求学路、致富路、连心路。同时，恳请孙书记安排县新村办将上桂垅自然村纳入新农村建设范围，在村民密集区建设两个村小型民健身广场，方便村民锻炼身体，丰富村民文化生活；在村主干道安装太阳能路灯，方便村民夜间出行，提高村民人身安全度；在撂荒山地农田发展油茶、龙虾等现代农业，让村民切实感受“党的政策越来越好，农民生活越过越好！”实惠。特此报告，恳请批准。,3,2
79,北京深海云课堂教育科技有限公司 2019年9月深海虚假宣传ACI心理咨询师是美国认证并认可国内也认可证书11月初《焦点访谈》曝光ACI是虚假认证11月10日打12315投诉要求退费，深海打电话让我转课，我拒绝并电话录音12月6日等待无果继续投诉，深海12.9电话里态度恶劣的说我是其他培训不是ACI，但劝我转课、缴费记录，上课通知的证据我都有保存12月中旬我电话12315继续投诉，无任何回复请督促严查，要求退费3838元,4.5,6
80,非秦都区户籍孩子入学问题 秦都区区委书记：您好！目前我只有购房合同（华泰世纪华苑），10月底交房，目前无法落户，孩子9月份该上小学了，①是否可以直接拿购房合同去魏家泉小学报？还是必须提供四证？②劳动合同必须是咸阳市的吗？必须提供父母双方的务工合同吗？孩子父亲在西安工作，如果孩子母亲没有工作，影响孩子入学吗？③居住证，可以是房屋租赁合同或者社区开的居住证明吗？现在孩子也在西安上幼儿园，希望给予帮助，让孩子能及时入学！谢谢您！,1.5,4.5
81,新乡伯马棚户区改造，一直不交房，政府不闻不问 您好，我们是河南省新乡市卫滨区一普通老百姓，我们12年购买的新乡市卫滨区伯马小区的棚户区改造商品房，钱已经交过3年了，开发商一脱再脱，而且这个房子当初还是市里的棚户区改造样板工程，如今工地没人施工，房子交不了，退也退不了，还请政府关心关心我们老百姓的真实疾苦。,2.5,3
82,金水区凤凰双语小学门前的路急盼修理 尊敬的领导，金水区凤凰双语小学门口的路坑坑洼洼好多年了，接送孩子太不方便，希望能修一修，为了孩子，为了下一代，感谢领导！,5.5,3.5
83,关与世纪小区人行道护栏和路灯的问题 尊敬的李市长您好，我是东关世纪小区的一名住户，世纪小区本来是一条步行街，去年经过改造后，成为一条公路，原本这样应该是更方便大家出行，可是有诸多问题不尽人意，1.没有路灯，一到晚上就漆黑一片，2，护栏没有过街通道，一整条街竟然没留一个口子，现在这条街上无论大人，小孩，甚至是老人，都在翻越护栏，特别频繁，一是不安全，二是与创建文明城市严重不符，3，人行道上的盲人道是个摆设，因为两头都是高台子，轮椅根本上不去，更别说盲人了。以上问题请李市长协调处理一下，静候您的佳音,7.5,5.5
